Colony,Colony_Number,Sample,Slide,Polyp_ID,X,Y,NN1_Distance,NN2_Distance,NN3_Distance,NN4_Distance,NN5_Distance,NN6_Distance,NN7_Distance,NN8_Distance
SC1,1,T2,1SG1T2,41,8.639633646673149,15.242300563438882,0.9721039517701042,1.340577240006786,1.3481236232864704,1.3953700291613886,2.015773247297388,2.019815600934045,2.092985700079292,2.2619645452783965
SC1,1,T2,1SG1T2,42,18.372615153964496,6.318040162732421,1.4224594259157275,1.5361425365895114,1.7945213724876994,1.857508635864162,1.8802182428320622,1.9864663931374458,2.56642966923675,3.2001144680441214
SC1,1,T2,1SG1T2,43,21.0425319094692,8.082204873653865,1.3056970405788924,1.5185349191140898,1.7142714576298663,1.756059495147125,1.8916499431456493,1.9041573519355166,1.9911891763025558,2.6365727804247254
SC1,1,T2,1SG1T2,44,22.202398295662416,14.745241644383045,1.2103315564346677,1.345179095303002,1.5214222453188304,1.5404800640936702,1.7034048912424002,2.498821276231969,2.5564928047057953,3.0285848180440476
SC1,1,T2,1SG1T2,45,11.75026419768722,17.583573275722692,1.3808310384830405,1.7700157252663247,1.7769640134656672,1.8611768611248884,1.9259342338815126,1.9598713489020072,2.040181833011103,2.462903154743589
SC1,1,T2,1SG1T2,46,13.788543798651943,17.671653807281224,1.436612790545838,1.6361365410098565,1.8824139541212006,2.040181833011103,2.2626307205558303,2.4810585231416793,2.5462125516960987,2.8016781270268227
SC1,1,T2,1SG1T2,47,13.166926041032628,16.376490623210493,1.1241194607616605,1.436612790545838,1.8611768611248884,2.713449759576676,3.013831676300671,3.0692561324885554,3.1182807766137595,3.143302803124405
SC1,1,T2,1SG1T2,48,15.269746952346654,5.453334426178178,1.4537239735809357,1.6724178235663725,1.7489893563063768,1.8556193782941657,1.9902754846867603,2.2513769341275527,2.396675057815143,3.1476213942623747
SC1,1,T2,1SG1T2,49,10.856274669936983,4.982174085447912,0.9925845221069722,1.68463473491299,2.063468080492057,2.1190180637358065,2.4039958818611358,2.9374999544796463,3.066403993032253,3.2120312767451753
SC1,1,T2,1SG1T2,50,13.839181323907535,4.271469264736563,1.4985920628405835,1.6161053205861828,1.8556193782941657,2.109868284096103,2.3942502166354998,3.066403993032253,3.333740183117187,3.4425538176375725
